OBJECTID,EVENT_SOURCE_ID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,Shape__Length
991,742425,2020/06/16 00:00:00+00,SC-629N (Greene County),R-VA039SC00629NB,3900629,          ,2.93 MN 39-743 Advance Mills Rd,"39-658 S, Parrotts Rd",70,R,,,,,,,X,,X,,,X,Bidirectional,2.93,Greene County,3.31,Greene County,,,1,1,24000,SC-629N (Greene County) - ADT 70,Culpeper,Culpeper,SC,1408430,715.4971825
992,728355,2017/02/08 00:00:00+00,SC-3582N (Fairfax County),R-VA029SC03582NB,2903582,          ,29-3581 Burwell St,29-2178 Deepford St,180,R,,,,,,,X,,X,,,X,Bidirectional,0.03,Fairfax County,0.24,Fairfax County,,,1,1,24000,SC-3582N (Fairfax County) - ADT 180,Northern Virginia,Northern Virginia,SC,1774455,455.7375747
993,715805,2015/07/08 00:00:00+00,SC-2687N (Chesterfield County),R-VA020SC02687NB,2002687,          ,20-2688 Wadsworth Ct,20-3335 Wadsworth Pl,400,R,,,,,,,X,,X,,,X,Bidirectional,0.13,Chesterfield County,0.21,Chesterfield County,,,1,1,24000,SC-2687N (Chesterfield County) - ADT 400,Richmond,Richmond,SC,1389414,169.4831155
995,717550,2021/11/10 00:00:00+00,SC-3617E (Chesterfield County),R-VA020SC03617EB,2003617,          ,20-3616 Bent Creek Rd,Cul-de-Sac,90,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.04,Chesterfield County,,,1,1,24000,SC-3617E (Chesterfield County) - ADT 90,Richmond,Richmond,SC,2170604,72.49873569
997,705265,2013/06/25 00:00:00+00,SC-1608E (Augusta County),R-VA007SC01608EB,701608,          ,07-1601 Featherstone Dr,07-1609 Blackford Way,420,R,,,,,,,X,,X,,,X,Bidirectional,0,Augusta County,0.03,Augusta County,,,1,1,24000,SC-1608E (Augusta County) - ADT 420,Staunton,Staunton,SC,2162128,66.18400999
998,810291,2024/01/01 00:00:00+00,SC-7766E (Chesterfield County),R-VA020SC07766EB,,          ,20-8274 Bear Trace Way,20-667 Otterdale Rd,5600,F,,,,,,,X,0.104,F,0.5263,,X,Bidirectional,0.94,Chesterfield County,2.03,Chesterfield County,,,1,1,400000,SC-7766E (Chesterfield County) - ADT 5600,Richmond,Richmond,SC,17105520,2222.599542
999,776634,2022/12/28 00:00:00+00,SC-665N (Washington County),R-VA095SC00665NB,9500665,          ,95-665 Rooster Ln,SR 75 Green Spring Rd MID,790,R,,,,,,,X,,X,,,X,Bidirectional,4.2,Washington County,4.32,Washington County,,,1,1,24000,SC-665N (Washington County) - ADT 790,Bristol,Bristol,SC,2246520,193.5918675
1000,742556,2023/07/13 00:00:00+00,SC-1120E (Greene County),R-VA039SC01120EB,3901120,          ,Commercial Park Lot,39-1121 Flintstone Dr,740,R,,,,,,,X,,X,,,X,Bidirectional,0.11,Greene County,0.32,Greene County,,,1,1,48000,SC-1120E (Greene County) - ADT 740,Culpeper,Culpeper,SC,1409196,445.503113
1001,720108,2023/04/12 00:00:00+00,SC-720E (Culpeper County),R-VA023SC00720EB,2300720,          ,1.36 ME 23-601 Kettle Club Rd,23-686 Lovers Lane,740,R,,,,,,,X,,X,,,X,Bidirectional,1.36,Culpeper County,1.95,Culpeper County,,,1,1,24000,SC-720E (Culpeper County) - ADT 740,Culpeper,Culpeper,SC,1858982,1278.526027
1002,302479,2024/01/01 00:00:00+00,SC-607E (Greene County),R-VA039SC00607EB,3900607,          ,39-670 Preddy Creek Rd,39-661 Mohican Trail,6400,G,97.40964,0.64544,0.94664,0.64544,0.35284,0,C,0.0976,F,0.6165,5800,G,Bidirectional,1.57,Greene County,2.65,Greene County,0.06832,0.01757,1,1,200000,SC-607E (Greene County) - ADT 6400,Culpeper,Culpeper,SC,1639312,2189.73566
1004,729967,2008/12/16 00:00:00+00,SC-4449N (Fairfax County),R-VA029SC04449NB,2904449,          ,29-3552 Willow Woods Dr,29-2423 Burbank Rd,130,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.08,Fairfax County,,,1,1,24000,SC-4449N (Fairfax County) - ADT 130,Northern Virginia,Northern Virginia,SC,1420457,181.0178265
1005,797612,2018/08/08 00:00:00+00,SC-7400N (Chesterfield County),R-VA020SC07400NB,2007400,          ,20-5995 Ashleyville Lane,Cul-de-Sac,120,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.06,Chesterfield County,,,1,1,24000,SC-7400N (Chesterfield County) - ADT 120,Richmond,Richmond,SC,2551813,135.51918
1006,712424,2021/11/10 00:00:00+00,SC-1284N (Chesterfield County),R-VA020SC01284NB,2001284,          ,20-1280 Ridgegreen Dr,Dead End,30,T,,,,,,,X,,X,,,X,Bidirectional,0.28,Chesterfield County,0.34,Chesterfield County,,,1,1,24000,SC-1284N (Chesterfield County) - ADT 30,Richmond,Richmond,SC,1387569,99.29933763
1007,753880,2024/01/01 00:00:00+00,SC-621N (Montgomery County),R-VA060SC00621NB,6000621,          ,3.93 MN US 460,Craig County Line,260,G,94.8,1.6,1.6,2,0,0,C,0.1246,F,0.5833,260,G,Bidirectional,3.93,Montgomery County,11.47,Montgomery County,1.38431,0,1,1,24000,SC-621N (Montgomery County) - ADT 260,Salem,Salem,SC,2220897,14312.0425
1009,730692,2001/09/19 00:00:00+00,SC-4818E (Fairfax County),R-VA029SC04818EB,2904818,          ,29-5490 Spring Rock Ct,29-5489 Pumphrey Ct,180,R,,,,,,,X,,X,,,X,Bidirectional,0.18,Fairfax County,0.25,Fairfax County,,,1,1,24000,SC-4818E (Fairfax County) - ADT 180,Northern Virginia,Northern Virginia,SC,2089753,141.9192116
1010,718265,2015/09/15 00:00:00+00,SC-4120N (Chesterfield County),R-VA020SC04120NB,2004120,          ,20-4121 Raven Wing Ct,20-4122 Escada Dr,860,R,,,,,,,X,,X,,,X,Bidirectional,0.18,Chesterfield County,0.33,Chesterfield County,,,1,1,24000,SC-4120N (Chesterfield County) - ADT 860,Richmond,Richmond,SC,1390663,295.7343624
1011,707007,2019/04/02 00:00:00+00,SC-668N (Botetourt County),R-VA011SC00668NB,1100668,          ,"11-666 S, White Church Rd",11-766 Drewery Lane,20,R,,,,,,,X,,X,,,X,Bidirectional,2.45,Botetourt County,2.59,Botetourt County,,,1,1,24000,SC-668N (Botetourt County) - ADT 20,Salem,Salem,SC,2162884,248.2415183
1012,732047,2023/01/13 00:00:00+00,SC-5510E (Fairfax County),R-VA029SC05510EB,2905510,          ,Cul-de-Sac,29-5511 Lundy Ct,50,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.12,Fairfax County,,,1,1,24000,SC-5510E (Fairfax County) - ADT 50,Northern Virginia,Northern Virginia,SC,1773981,229.4310403
1014,779910,2022/03/08 00:00:00+00,SC-1581E (York County),R-VA099SC01581EB,9901581,          ,99-1515 Jonadab Rd,99-1583 Carlton Dr,360,R,,,,,,,X,,X,,,X,Bidirectional,0.4,York County,0.53,York County,,,1,1,24000,SC-1581E (York County) - ADT 360,Hampton Roads,Hampton Roads,SC,1715173,298.4572062
1015,770513,2024/01/01 00:00:00+00,SC-646E (Shenandoah County),R-VA085SC00646EB,8500646,          ,85-623 Back Rd,US 11 Old Valley Pike,220,G,96.83258,1.35747,1.35747,0.45249,0,0,C,0.1271,F,0.7333,210,G,Bidirectional,0,Shenandoah County,2.95,Shenandoah County,1.271,0,1,1,24000,SC-646E (Shenandoah County) - ADT 220,Staunton,Staunton,SC,1666646,5895.568049
1016,728354,2018/07/11 00:00:00+00,SC-3582N (Fairfax County),R-VA029SC03582NB,2903582,          ,Dead End,29-3581 Burwell St,10,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.03,Fairfax County,,,1,1,24000,SC-3582N (Fairfax County) - ADT 10,Northern Virginia,Northern Virginia,SC,1774455,55.48731674
1017,715804,2015/07/08 00:00:00+00,SC-2687N (Chesterfield County),R-VA020SC02687NB,2002687,          ,20-2510 Redbridge Rd,20-2688 Wadsworth Ct,490,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.13,Chesterfield County,,,1,1,24000,SC-2687N (Chesterfield County) - ADT 490,Richmond,Richmond,SC,1389414,266.9664945
1018,716701,2018/10/01 00:00:00+00,SC-3140E (Chesterfield County),R-VA020SC03140EB,2003140,          ,20-3142 Shire Oak Dr,20-3141 Glenlivet Ct,220,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.15,Chesterfield County,,,1,1,24000,SC-3140E (Chesterfield County) - ADT 220,Richmond,Richmond,SC,1388126,299.675848
1019,720247,2023/09/26 00:00:00+00,SC-1072N (Culpeper County),R-VA023SC01072NB,2301072,          ,US 211 Lee Highway,Cul-de-Sac,130,T,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.12,Culpeper County,,,1,1,24000,SC-1072N (Culpeper County) - ADT 130,Culpeper,Culpeper,SC,1395266,237.6633064
1020,796403,2024/01/01 00:00:00+00,Valley View BLVD NW (NP - City of Roanoke),S-VA128NP VALLEY VIEW BLVD NW,,          ,"I-581, US 220",Hershberger Rd NW (pre-update),18000,F,98.87497,0.16611,0.49834,0.12585,0.31712,0.01762,C,0.0945,F,0.5158,20000,X,Master Non-Prime,0,City of Roanoke,1.5,City of Roanoke,0.03497,0.02457,1,2,24000,Valley View BLVD NW (NP - City of Roanoke) - ADT 18000,Salem,Salem,ST,9172020,2994.937906
1021,502513,2024/01/01 00:00:00+00,Owen ST (PR - City of Alexandria),S-VA100PR OWEN ST,20801,          ,.098 mile to Taney Ave,Polk Ave,110,F,98.36066,0,1.63934,0,0,0,C,0.1721,F,0.7143,120,X,Bidirectional,0,City of Alexandria,0.3,City of Alexandria,0,0,1,1,24000,Owen ST (PR - City of Alexandria) - ADT 110,Northern Virginia,Northern Virginia,ST,9067831,644.9555251
1024,718993,2018/05/23 00:00:00+00,SC-4836N (Chesterfield County),R-VA020SC04836NB,2004836,          ,20-4840 Rivers Bend Blvd,20-4835 Hogans Alley,1600,R,,,,,,,X,,X,,,X,Master Prime,0,Chesterfield County,0.09,Chesterfield County,,,1,1,24000,SC-4836N (Chesterfield County) - ADT 1600,Richmond,Richmond,SC,2172536,217.9614117
1026,719305,2018/08/03 00:00:00+00,SC-5165N (Chesterfield County),R-VA020SC05165NB,2005165,          ,Cul-de-Sac,20-5164 Glendevon Dr,110,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.17,Chesterfield County,,,1,1,24000,SC-5165N (Chesterfield County) - ADT 110,Richmond,Richmond,SC,2171790,336.0747551
1027,750552,2022/09/07 00:00:00+00,SC-1414N (Loudoun County),R-VA053SC01414NB,5301414,          ,Cul-de-Sac,53-625 Church Rd,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Loudoun County,0.05,Loudoun County,,,1,1,24000,SC-1414N (Loudoun County) - ADT 40,Northern Virginia,Northern Virginia,SC,2014274,68.21338644
1028,720209,2023/09/26 00:00:00+00,SC-1012N (Culpeper County),R-VA023SC01012NB,2301012,          ,23-1011 Bunker Ridge Dr,Dead End,90,T,,,,,,,X,,X,,,X,Bidirectional,0.11,Culpeper County,0.23,Culpeper County,,,1,1,24000,SC-1012N (Culpeper County) - ADT 90,Culpeper,Culpeper,SC,1626307,229.89231
1029,785643,2021/11/10 00:00:00+00,SC-5315E (Chesterfield County),R-VA020SC05315EB,2005315,          ,Cul-de-Sac,20-5311 Port Elissa Landing,130,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.1,Chesterfield County,,,1,1,24000,SC-5315E (Chesterfield County) - ADT 130,Richmond,Richmond,SC,2173477,191.3753614
1030,783784,2023/09/26 00:00:00+00,SC-1179N (Culpeper County),R-VA023SC01179NB,2301179,          ,23-1170 Quail Ridge Dr,Dead End,80,T,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.14,Culpeper County,,,1,1,24000,SC-1179N (Culpeper County) - ADT 80,Culpeper,Culpeper,SC,1966241,206.8223924
1031,706911,2019/03/07 00:00:00+00,SC-633E (Botetourt County),R-VA011SC00633EB,1100633,          ,Dead End,"11-622 W, Main St; Bridge St",70,R,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,1.95,Botetourt County,,,1,1,24000,SC-633E (Botetourt County) - ADT 70,Salem,Salem,SC,1953728,3977.33481
1032,400049,2024/01/01 00:00:00+00,SC-708N (Amelia County),R-VA004SC00708NB,400708,          ,Dinwiddie County Line,04-623 Chesdin Lake Rd,700,F,95.80319,0.57887,1.01302,0.72359,1.88134,0,C,0.1399,F,0.6105,690,X,Bidirectional,0,Amelia County,3.53,Amelia County,0,0.29519,1,1,24000,SC-708N (Amelia County) - ADT 700,Richmond,Richmond,SC,1951649,7068.999932
1033,777326,2023/02/15 00:00:00+00,SC-1817E (Washington County),R-VA095SC01817EB,9501817,          ,95-1819 Halifax Dr,95-1815 Macedonia Rd,310,R,,,,,,,X,,X,,,X,Bidirectional,0.14,Washington County,0.25,Washington County,,,1,1,24000,SC-1817E (Washington County) - ADT 310,Bristol,Bristol,SC,2248604,227.7901115
1035,791155,2014/09/23 00:00:00+00,SC-1036E (Culpeper County),R-VA023SC01036EB,2301036,          ,23-612 Wayland Rd,Dead End,60,R,,,,,,,X,,X,,,X,Bidirectional,0.739,Culpeper County,1.49,Culpeper County,,,1,1,24000,SC-1036E (Culpeper County) - ADT 60,Culpeper,Culpeper,SC,1859132,1361.697504
1036,704688,2019/07/31 00:00:00+00,SC-796N (Augusta County),R-VA007SC00796NB,700796,          ,07-782 Brower Rd,"07-828 N, Cattle Scales Rd",270,R,,,,,,,X,,X,,,X,Bidirectional,4.67,Augusta County,5.47,Augusta County,,,1,1,24000,SC-796N (Augusta County) - ADT 270,Staunton,Staunton,SC,1378859,1626.204297
1038,719636,2012/05/03 00:00:00+00,Academy ST (PR - Town of Berryville),S-VA168PR ACADEMY ST,10952,          ,21-1025 Academy Court,21-1003,170,R,,,,,,,X,,X,,,X,Bidirectional,0.26,Town of Berryville,0.32,Town of Berryville,,,1,1,24000,Academy ST (PR - Town of Berryville) - ADT 170,Staunton,Staunton,ST,9242941,132.609684
1039,719967,2014/08/13 00:00:00+00,SC-642N (Culpeper County),R-VA023SC00642NB,2300642,          ,1.70 MN US 15 James Madison Hwy,23-645 Kirtley Trail,240,R,,,,,,,X,,X,,,X,Bidirectional,1.6,Culpeper County,3.3,Culpeper County,,,1,1,24000,SC-642N (Culpeper County) - ADT 240,Culpeper,Culpeper,SC,1965839,3458.669246
1040,720161,2017/01/26 00:00:00+00,SC-768N (Culpeper County),R-VA023SC00768NB,2300768,          ,US 522 Sperryville Pike,Dead End,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.19,Culpeper County,,,1,1,24000,SC-768N (Culpeper County) - ADT 70,Culpeper,Culpeper,SC,1626251,428.1831478
1041,779981,2022/03/22 00:00:00+00,SC-1627N (York County),R-VA099SC01627NB,9901627,          ,99-604 Barlow Rd,99-1628 Devonshire Dr,270,R,,,,,,,X,,X,,,X,Bidirectional,0.53,York County,0.91,York County,,,1,1,24000,SC-1627N (York County) - ADT 270,Hampton Roads,Hampton Roads,SC,2249216,772.9497353
1042,712858,2018/06/11 00:00:00+00,SC-1491E (Chesterfield County),R-VA020SC01491EB,2001491,          ,20-1493 Rockdale Rd,20-647 Reams Rd,490,R,,,,,,,X,,X,,,X,Bidirectional,0.41,Chesterfield County,0.51,Chesterfield County,,,1,1,24000,SC-1491E (Chesterfield County) - ADT 490,Richmond,Richmond,SC,2168179,207.6359379
1043,776318,2024/01/01 00:00:00+00,SC-613N (Warren County),R-VA093SC00613NB,9300613,          ,4.69 MS of Bndy,93-608 Wilson Burke Rd,610,G,96.49657,1.21858,1.06626,0.83778,0.38081,0,C,0.1115,F,0.7361,630,G,Bidirectional,11.48,Warren County,12.52,Warren County,0.30997,0,1,1,24000,SC-613N (Warren County) - ADT 610,Staunton,Staunton,SC,1699649,2190.466856
1045,779721,2022/06/22 00:00:00+00,SC-1442N (York County),R-VA099SC01442NB,9901442,          ,99-1440 Percussion Rd,Cul-de-Sac,290,R,,,,,,,X,,X,,,X,Bidirectional,0.46,York County,0.58,York County,,,1,1,24000,SC-1442N (York County) - ADT 290,Hampton Roads,Hampton Roads,SC,1596697,202.2679022
1046,715859,2018/07/02 00:00:00+00,SC-2718N (Chesterfield County),R-VA020SC02718NB,2002718,          ,Dead End,20-3718 Ferncreek Pl,100,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.05,Chesterfield County,,,1,1,24000,SC-2718N (Chesterfield County) - ADT 100,Richmond,Richmond,SC,1389444,107.7821018
1048,718678,2018/06/20 00:00:00+00,SC-4475E (Chesterfield County),R-VA020SC04475EB,2004475,          ,20-3585 Glen Oaks Dr,20-4478 Erin Green Ct,280,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.12,Chesterfield County,,,1,1,24000,SC-4475E (Chesterfield County) - ADT 280,Richmond,Richmond,SC,1392284,238.479925
1049,602111,2024/01/01 00:00:00+00,Holland LN (PR - City of Alexandria),S-VA100PR HOLLAND LN,10913,          ,Eisenhower Ave,SR 236 Duke St (pre-update),8400,G,98.40993,0.39933,0.599,0.37392,0.21419,0.00363,C,0.124,F,0.8462,9100,G,Bidirectional,0,City of Alexandria,0.234,City of Alexandria,0.13392,0.07812,1,1,400000,Holland LN (PR - City of Alexandria) - ADT 8400,Northern Virginia,Northern Virginia,ST,9067751,511.8929555
1051,706943,2022/10/20 00:00:00+00,SC-643N (Botetourt County),R-VA011SC00643NB,1100643,          ,Chair Rock Rd,3.04 ME 11-645,60,R,,,,,,,X,,X,,,X,Bidirectional,2.13,Botetourt County,3.78,Botetourt County,,,1,1,24000,SC-643N (Botetourt County) - ADT 60,Salem,Salem,SC,2162787,3296.429278
1052,731127,2023/01/05 00:00:00+00,SC-5039N (Fairfax County),R-VA029SC05039NB,2905039,          ,0.05 MS 29-5038,29-5038 Cinnamon Creek Dr,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.05,Fairfax County,,,1,1,24000,SC-5039N (Fairfax County) - ADT 40,Northern Virginia,Northern Virginia,SC,2091054,92.99442332
1053,733151,2001/11/28 00:00:00+00,SC-6107E (Fairfax County),R-VA029SC06107EB,2906107,          ,29-6106 Athena St,Cul-de-Sac,100,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.04,Fairfax County,,,1,1,24000,SC-6107E (Fairfax County) - ADT 100,Northern Virginia,Northern Virginia,SC,1420566,64.09460769
1054,780248,2022/01/25 00:00:00+00,SC-1843E (York County),R-VA099SC01843EB,9901843,          ,US 17 George Washington Mem Hwy,99-1840 Bridge Wood Dr,120,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.08,York County,,,1,1,24000,SC-1843E (York County) - ADT 120,Hampton Roads,Hampton Roads,SC,1943889,206.0992617
1055,704999,2016/10/17 00:00:00+00,SC-1118E (Augusta County),R-VA007SC01118EB,701118,          ,NCL Craigsville,07-1115 Jackson St,20,R,,,,,,,X,,X,,,X,Bidirectional,0.02,Augusta County,0.04,Augusta County,,,1,1,24000,SC-1118E (Augusta County) - ADT 20,Staunton,Staunton,SC,1952959,28.17905696
1056,401994,2024/01/01 00:00:00+00,SC-628E (King and Queen County),R-VA049SC00628EB,4900628,          ,49-625 Poplar Hill Rd,King William County Line,300,G,79.76783,1.16086,0.33167,7.46269,11.27694,0,C,0.1006,F,0.625,290,G,Bidirectional,8.05,King and Queen County,9.95,King and Queen County,0,0.31488,1,1,24000,SC-628E (King and Queen County) - ADT 300,Fredericksburg,Fredericksburg,SC,1866211,3859.164504
1057,742423,2020/06/16 00:00:00+00,SC-629N (Greene County),R-VA039SC00629NB,3900629,          ,39-743 Advance Mills Rd,0.64 MN 39-743 Advance Mills Rd,110,R,,,,,,,X,,X,,,X,Bidirectional,0,Greene County,0.64,Greene County,,,1,1,24000,SC-629N (Greene County) - ADT 110,Culpeper,Culpeper,SC,1408430,1335.146743
1058,793854,2022/07/06 00:00:00+00,SC-1081N (James City County),R-VA047SC01081NB,4701081,          ,Cul-de-Sac,47-1070 NORTH,80,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.44,James City County,,,1,1,24000,SC-1081N (James City County) - ADT 80,Hampton Roads,Hampton Roads,SC,2571665,909.2363155
1059,713003,2018/10/01 00:00:00+00,SC-1559E (Chesterfield County),R-VA020SC01559EB,2001559,          ,20-4962 Old Hampstead Ct,20-4961 Highpaige Way,280,R,,,,,,,X,,X,,,X,Bidirectional,0.05,Chesterfield County,0.09,Chesterfield County,,,1,1,24000,SC-1559E (Chesterfield County) - ADT 280,Richmond,Richmond,SC,1386316,66.57497094
1060,406790,2024/01/01 00:00:00+00,SC-627N (Tazewell County),R-VA092SC00627NB,9200627,          ,"92-630 N, Buck Hollow; Laurel Rd","92-626 S, Ravens Nest Branch Rd",750,G,92.74738,0.12293,0.43024,5.90043,0.79901,0,C,0.0944,F,0.5658,760,G,Bidirectional,1.32,Tazewell County,2.92,Tazewell County,0.49654,0.12461,1,1,24000,SC-627N (Tazewell County) - ADT 750,Bristol,Bristol,SC,1466105,3141.577662
1061,706867,2022/10/20 00:00:00+00,SC-617E (Botetourt County),R-VA011SC00617EB,1100617,          ,Dead End; Gap,US 11 Main St,20,R,,,,,,,X,,X,,,X,Bidirectional,1.01,Botetourt County,1.08,Botetourt County,,,1,1,24000,SC-617E (Botetourt County) - ADT 20,Salem,Salem,SC,1380017,173.4324571
1063,405686,2024/01/01 00:00:00+00,SC-655N (Tazewell County),R-VA092SC00655NB,9200655,          ,"92-650 N, Wittens Mill Rd","92-643 E, Mud Fork Rd",150,G,94.58598,0.63694,0.95541,0,3.82166,0,C,0.12,F,0.6667,150,G,Bidirectional,2.96,Tazewell County,5.5,Tazewell County,0,0,1,1,24000,SC-655N (Tazewell County) - ADT 150,Bristol,Bristol,SC,2029570,4654.855781
1064,798229,2018/08/08 00:00:00+00,SC-7478N (Chesterfield County),R-VA020SC07478NB,2007478,          ,Cul-de-Sac,20-5525 Parrish Creek Lane,70,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.04,Chesterfield County,,,1,1,24000,SC-7478N (Chesterfield County) - ADT 70,Richmond,Richmond,SC,2630492,83.88713563
1065,754285,2019/05/16 00:00:00+00,SC-1295E (Montgomery County),R-VA060SC01295EB,6001295,          ,60-1296 Lubna Dr,SR 8 Riner Rd,780,R,,,,,,,X,,X,,,X,Bidirectional,0,Montgomery County,0.31,Montgomery County,,,1,1,48000,SC-1295E (Montgomery County) - ADT 780,Salem,Salem,SC,1681295,632.6634808
1066,748350,2015/06/02 00:00:00+00,SC-661N (King and Queen County),R-VA049SC00661NB,4900661,          ,49-687 Simpson Creek Rd,SR 33 Lewis Puller Mem Hwy,220,R,,,,,,,X,,X,,,X,Bidirectional,0.37,King and Queen County,0.68,King and Queen County,,,1,1,24000,SC-661N (King and Queen County) - ADT 220,Fredericksburg,Fredericksburg,SC,1866261,973.8110453
1067,778871,2022/02/08 00:00:00+00,SC-606E (York County),R-VA099SC00606EB,9900606,          ,99-682 Lambs Creek Dr,99-1524 River Point Dr,1200,R,,,,,,,X,,X,,,X,Bidirectional,2.15,York County,2.53,York County,,,1,1,24000,SC-606E (York County) - ADT 1200,Hampton Roads,Hampton Roads,SC,1710636,773.0407221
1068,717371,2015/08/25 00:00:00+00,SC-3530E (Chesterfield County),R-VA020SC03530EB,2003530,          ,20-4460 Stilton Dr,20-3532 Belvoir Rd,1900,R,,,,,,,X,,X,,,X,Bidirectional,0.21,Chesterfield County,0.38,Chesterfield County,,,1,1,24000,SC-3530E (Chesterfield County) - ADT 1900,Richmond,Richmond,SC,2170512,277.781081
1069,731722,2019/11/12 00:00:00+00,SC-5360E (Fairfax County),R-VA029SC05360EB,2905360,          ,29-6955 Pine Oaks Way,29-5361 Star Ct,110,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.47,Fairfax County,,,1,1,24000,SC-5360E (Fairfax County) - ADT 110,Northern Virginia,Northern Virginia,SC,1426545,982.08136
1070,793698,2021/11/10 00:00:00+00,SC-5940E (Chesterfield County),R-VA020SC05940EB,2005940,          ,Cul-de-Sac,20-5938 Scotts Bluff Way,170,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.11,Chesterfield County,,,1,1,24000,SC-5940E (Chesterfield County) - ADT 170,Richmond,Richmond,SC,2523502,244.8294495
1071,788324,2018/04/18 00:00:00+00,SC-3998N (Chesterfield County),R-VA020SC03998NB,2003998,          ,20-6069 Nevis Dr,20-720 Lucks Lane,2800,R,,,,,,,X,,X,,,X,Bidirectional,0.41,Chesterfield County,0.57,Chesterfield County,,,1,1,24000,SC-3998N (Chesterfield County) - ADT 2800,Richmond,Richmond,SC,1390452,324.198572
1072,302801,2024/01/01 00:00:00+00,SC-717N (Shenandoah County),R-VA085SC00717NB,8500717,          ,85-691 Dellinger Acres Rd; Cold Spring Rd,85-675 Wolf Gap Rd,620,G,97.92149,0.46189,0.92379,0.15396,0.53888,0,C,0.0964,F,0.6364,610,G,Bidirectional,9.14,Shenandoah County,11.67,Shenandoah County,0.29209,0,1,1,24000,SC-717N (Shenandoah County) - ADT 620,Staunton,Staunton,SC,1667626,5182.579616
1074,200822,2024/01/01 00:00:00+00,Drakesmile RD (NP - City of Virginia Beach),S-VA134NP DRAKESMILE RD,43634,          ,Shipps Corner Rd; London Bridge Rd,Dam Neck Rd,18000,F,,,,,,,X,0.0966,F,0.6606,18000,X,Master Non-Prime,0,City of Virginia Beach,0.32,City of Virginia Beach,,,1,2,24000,Drakesmile RD (NP - City of Virginia Beach) - ADT 18000,Hampton Roads,Hampton Roads,ST,9214870,681.8605554
